Accession,DB,Module,MIBiG Accession,Substrate Specificity,Start,End,Taxonomy,Verbose ID
BAO73252.1,GenBank,mod6,BGC0000456,val,7854,8345,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Cordycipitaceae_Lecanicillium,BGC0000456_BAO73252.1_7854_mod6_val
BAO84861.1,GenBank,mod1,BGC0000414,ala,508,977,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000414_BAO84861.1_508_mod1_ala
BAO84864.1,GenBank,mod1,BGC0000414,glycolic-acid,768,1018,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000414_BAO84864.1_768_mod1_glycolic-acid
BAO84866.1,GenBank,mod1,BGC0000414,4-5-dehydro-arg|me-tyr,500,983,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000414_BAO84866.1_500_mod1_4-5-dehydro-arg|me-tyr
BAO84868.1,GenBank,mod1,BGC0000414,me-tyr,386,865,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000414_BAO84868.1_386_mod1_me-tyr
BAP16684.1,GenBank,mod1,BGC0000376,trp|6cl-trp,33,488,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000376_BAP16684.1_33_mod1_trp|6cl-trp
BAP16689.1,GenBank,mod1,BGC0000376,6cl-4hydroxyindole-3-carboxylic,223,696,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000376_BAP16689.1_223_mod1_6cl-4hydroxyindole-3-carboxylic
BAP16693.1,GenBank,mod1,BGC0000376,alpha-me-ser,511,985,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000376_BAP16693.1_511_mod1_alpha-me-ser
BAP16697.1,GenBank,mod1,BGC0000376,d-ala,524,990,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000376_BAP16697.1_524_mod1_d-ala
BAP16699.1,GenBank,mod1,BGC0000376,ser,1300,1775,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000376_BAP16699.1_1300_mod1_ser
CBG75492,GenBank,mod3,NA,nme-fhorn,2792,3214,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,CBG75492_2792_mod3_nme-fhorn
CBG75492,GenBank,mod4,NA,orn,4248,4729,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,CBG75492_4248_mod4_orn
CBG75492.1,GenBank,mod1,BGC0000423,fhorn,240,674,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000423_CBG75492.1_240_mod1_fhorn
CBG75492.1,GenBank,mod1,NA,nme-fhorn,240,674,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,CBG75492_240_mod1_nme-fhorn
CBG75492.1,GenBank,mod2,BGC0000423,ser,1712,2215,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000423_CBG75492.1_1712_mod2_ser
CBG75492.1,GenBank,mod2,NA,ser,1712,2215,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,CBG75492_1712_mod2_ser
CBG75492.1,GenBank,mod3,BGC0000423,horn,2792,3214,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000423_CBG75492.1_2792_mod3_horn
CBG75492.1,GenBank,mod4,BGC0000423,orn,4248,4729,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000423_CBG75492.1_4248_mod4_orn
CBG75492.1,GenBank,mod5,BGC0000423,horn,5304,5787,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000423_CBG75492.1_5304_mod5_horn
CBG75492.1,GenBank,mod5,NA,d-cyclo-horn,5304,5787,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,CBG75492_5304_mod5_d-cyclo-horn
CBJ90287.1,GenBank,mod1,BGC0000416,leu,561,995,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000416_CBJ90287.1_561_mod1_leu
CBJ90288.1,GenBank,mod1,BGC0000416,val,557,1003,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000416_CBJ90288.1_557_mod1_val
CBJ90289.1,GenBank,mod1,BGC0000416,val,562,986,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000416_CBJ90289.1_562_mod1_val
CCA29202.1,GenBank,mod1,NA,gly,393,884,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,CCA29202.1_393_mod1_gly
CCA29202.1,GenBank,mod2,NA,cys,1497,1925,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,CCA29202.1_1497_mod2_cys
CCA29203.1,GenBank,mod1,NA,ser,542,1053,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,CCA29203.1_542_mod1_ser
CCA29203.1,GenBank,mod2,NA,cys,2085,2580,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,CCA29203.1_2085_mod2_cys
CCA29203.1,GenBank,mod3,NA,gly,3604,4081,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,CCA29203.1_3604_mod3_gly
CCJ67636.1,GenBank,mod1,NA,dhabu,476,978,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67636.1_476_mod1_dhabu
CCJ67636.1,GenBank,mod2,NA,d-pro,1568,2073,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67636.1_1568_mod2_d-pro
CCJ67636.1,GenBank,mod3,NA,d-ser,2656,3145,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67636.1_2656_mod3_d-ser
CCJ67637.1,GenBank,mod1,NA,d-leu,576,1058,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67637.1_576_mod1_d-leu
CCJ67637.1,GenBank,mod2,NA,d-val,1654,2130,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67637.1_1654_mod2_d-val
CCJ67637.1,GenBank,mod3,NA,d-ser,2717,3205,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67637.1_2717_mod3_d-ser
CCJ67638.1,GenBank,mod1,NA,d-leu,582,1060,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67638.1_582_mod1_d-leu
CCJ67638.1,GenBank,mod2,NA,d-val,1653,2129,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67638.1_1653_mod2_d-val
CCJ67638.1,GenBank,mod3,NA,d-val,2717,3200,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67638.1_2717_mod3_d-val
CCJ67639.1,GenBank,mod1,NA,d-gln,619,1103,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67639.1_619_mod1_d-gln
CCJ67639.1,GenBank,mod2,NA,leu,1691,2172,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67639.1_1691_mod2_leu
CCJ67639.1,GenBank,mod3,NA,d-val,2757,3241,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67639.1_2757_mod3_d-val
CCJ67640.1,GenBank,mod1,NA,dhabu,566,1064,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_566_mod1_dhabu
CCJ67640.1,GenBank,mod2,NA,d-athr,1654,2152,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_1654_mod2_d-athr
CCJ67640.1,GenBank,mod3,NA,leu,2746,3218,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_2746_mod3_leu
CCJ67640.1,GenBank,mod4,NA,hse,3780,4267,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_3780_mod4_hse
CCJ67640.1,GenBank,mod5,NA,d-dab,4826,5322,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_4826_mod5_d-dab
CCJ67640.1,GenBank,mod6,NA,lys,5904,6402,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,CCJ67640.1_5904_mod6_lys
CDF96614.1,GenBank,mod1,BGC0001149,ser,480,978,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,BGC0001149_CDF96614.1_480_mod1_ser
CDF96614.1,GenBank,mod2,BGC0001149,pro,1540,2052,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,BGC0001149_CDF96614.1_1540_mod2_pro
CDG17980.1,GenBank,mod1,BGC0000464,pro,525,1034,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_525_mod1_pro
CDG17980.1,GenBank,mod2,BGC0000464,ala,1601,2091,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_1601_mod2_ala
CDG17980.1,GenBank,mod3,BGC0000464,val,2686,3182,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_2686_mod3_val
CDG17980.1,GenBank,mod4,BGC0000464,leu,3751,4255,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_3751_mod4_leu
CDG17980.1,GenBank,mod5,BGC0000464,ile,4858,5359,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_4858_mod5_ile
CDG17980.1,GenBank,mod6,BGC0000464,thr,5930,6438,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_5930_mod6_thr
CDG17980.1,GenBank,mod7,BGC0000464,leu,7025,7522,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17980.1_7025_mod7_leu
CDG17981.1,GenBank,mod1,BGC0000464,leu,533,1044,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17981.1_533_mod1_leu
CDG17981.1,GenBank,mod2,BGC0000464,leu,1643,2137,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17981.1_1643_mod2_leu
CDG17982.1,GenBank,mod1,BGC0000464,ala,523,1054,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17982.1_523_mod1_ala
CDG17982.1,GenBank,mod2,BGC0000464,b-ala,1657,2172,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17982.1_1657_mod2_b-ala
CDG17982.1,GenBank,mod3,BGC0000464,pro,2738,3249,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17982.1_2738_mod3_pro
CDG17982.1,GenBank,mod4,BGC0000464,leu,3820,4312,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0000464_CDG17982.1_3820_mod4_leu
CM001889.1,GenBank,mod1,BGC0001168,arg,4,499,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0001168_509516289_4_mod1_arg
CP001614.2,GenBank,mod1,BGC0000451,orn,16602,16602,Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Teredinibacter,BGC0000451_CP001614.2_15150-22349_mod1_orn
CP001614.2,GenBank,mod2,BGC0000451,ser,19797,21281,Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Teredinibacter,BGC0000451_CP001614.2_15150-22349_mod2_ser
EFE73308.1,GenBank,mod1,BGC0000431,cysa,231,710,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73308.1_231_mod1_cysa
EFE73308.1,GenBank,mod1,NA,dab|dpr,231,710,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73308.1_231_mod1_dab|dpr
EFE73312.1,GenBank,mod1,BGC0000431,thr,441,930,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73312.1_441_mod1_thr
EFE73312.1,GenBank,mod1,NA,asp,441,930,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73312.1_441_mod1_asp
EFE73312.1,GenBank,mod2,BGC0000431,ser,1526,2022,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73312.1_1526_mod2_ser
EFE73312.1,GenBank,mod2,NA,thr,1526,2022,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73312.1_1526_mod2_thr
EFE73312.1,GenBank,mod3,BGC0000431,dpr,2615,3101,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73312.1_2615_mod3_dpr
EFE73312.1,GenBank,mod3,NA,ser,2615,3101,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73312.1_2615_mod3_ser
EFE73312.1,GenBank,mod4,NA,thr,4373,4870,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73312.1_4373_mod4_thr
EFE73312.1,GenBank,mod5,BGC0000431,thr,5470,5979,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73312.1_5470_mod5_thr
EFE73312.1,GenBank,mod5,NA,val,5470,5979,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73312.1_5470_mod5_val
EFE73313.1,GenBank,mod1,BGC0000431,ser,484,969,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73313.1_484_mod1_ser
EFE73313.1,GenBank,mod1,NA,ser,484,969,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73313.1_484_mod1_ser
EFE73313.1,GenBank,mod2,BGC0000431,lys,1569,2046,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73313.1_1569_mod2_lys
EFE73313.1,GenBank,mod2,NA,met,1569,2046,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73313.1_1569_mod2_met
EFE73313.1,GenBank,mod3,BGC0000431,gly,2638,3067,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,BGC0000431_EFE73313.1_2638_mod3_gly
EFE73313.1,GenBank,mod3,NA,gly,2638,3067,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EFE73313.1_2638_mod3_gly
EJK79842.1,GenBank,mod1,BGC0000436,ile|val,762,1241,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium/Agrobacterium group_Rhizobium,BGC0000436_EJK79842.1_762_mod1_ile|val
EPE34341.1,GenBank,mod1,BGC0001035,4oh-5oh-hty,685,1167,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_685_mod1_4oh-5oh-hty
EPE34341.1,GenBank,mod1,NA,4oh-5oh-orn,685,1167,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_685_mod1_4oh-5oh-orn
EPE34341.1,GenBank,mod2,BGC0001035,3oh-gln,1766,2265,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_1766_mod2_3oh-gln
EPE34341.1,GenBank,mod2,NA,thr,1766,2265,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_1766_mod2_thr
EPE34341.1,GenBank,mod3,BGC0001035,3oh-pro|3oh-4me-pro,2860,3351,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_2860_mod3_3oh-pro|3oh-4me-pro
EPE34341.1,GenBank,mod3,NA,4oh-pro,2860,3351,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_2860_mod3_4oh-pro
EPE34341.1,GenBank,mod4,BGC0001035,4oh-5oh-orn,3930,4431,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_3930_mod4_4oh-5oh-orn
EPE34341.1,GenBank,mod4,NA,4oh-5oh-hty,3930,4431,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_3930_mod4_4oh-5oh-hty
EPE34341.1,GenBank,mod5,BGC0001035,thr,5024,5527,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_5024_mod5_thr
EPE34341.1,GenBank,mod5,NA,3oh-gln,5024,5527,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_5024_mod5_3oh-gln
EPE34341.1,GenBank,mod6,BGC0001035,4oh-pro,6121,6622,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,BGC0001035_EPE34341.1_6121_mod6_4oh-pro
EPE34341.1,GenBank,mod6,NA,3oh-pro|3oh-4me-pro,6121,6622,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Leotiomycetes_Helotiales_Helotiaceae_Glarea,EPE34341.1_6121_mod6_3oh-pro|3oh-4me-pro
ERG36782.1,GenBank,mod1,BGC0000299,thr,467,981,Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas,BGC0000299_ERG36782.1_467_mod1_thr
ERG36783.1,GenBank,mod1,BGC0000299,val,544,1043,Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas,BGC0000299_ERG36783.1_544_mod1_val
ERG36783.1,GenBank,mod2,BGC0000299,asn,2037,2403,Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas,BGC0000299_ERG36783.1_2037_mod2_asn
EWS95122.1,GenBank,mod1,NA,ser,476,914,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95122_476_mod1_ser
EWS95122.1,GenBank,mod2,NA,ala,2421,2904,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95122_2421_mod2_ala
EWS95124.1,GenBank,mod1,NA,gly,9,366,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95124_9_mod1_gly
EWS95124.1,GenBank,mod2,NA,hpg,960,1388,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95124_960_mod2_hpg
EWS95124.1,GenBank,mod3,NA,ala|gly,2422,2911,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95124_2422_mod3_ala|gly
EWS95124.1,GenBank,mod4,NA,tyr,3485,3961,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,EWS95124_3485_mod4_tyr
FN667741.1,GenBank,mod1,BGC0001133,thr,477,992,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0775_477_mod1_thr
FN667741.1,GenBank,mod1,BGC0001133,leu,563,1057,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0774_563_mod1_leu
FN667741.1,GenBank,mod2,BGC0001133,ser,1543,2053,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0775_1543_mod2_ser
FN667741.1,GenBank,mod2,BGC0001133,leu,2057,2551,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0774_2057_mod2_leu
FN667741.1,GenBank,mod3,BGC0001133,ser,3102,3612,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0774_3102_mod3_ser
FN667741.1,GenBank,mod4,BGC0001133,leu,3649,4143,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001133_XBJ1_0775_3649_mod4_leu
FN667742.1,GenBank,mod1,BGC0001132,val,77,569,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001132_xnc1_2022_77_mod1_val
FN667742.1,GenBank,mod2,BGC0001132,leu,1149,1640,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001132_xnc1_2022_1149_mod2_leu
FN667742.1,GenBank,mod3,BGC0001132,val,2204,2701,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001132_xnc1_2022_2204_mod3_val
FN667742.1,GenBank,mod4,BGC0001132,val,3284,3781,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Xenorhabdus,BGC0001132_xnc1_2022_3284_mod4_val
KF496217.1,GenBank,mod1,BGC0000321,trp,82,1497,Eukaryota_Metazoa_Ecdysozoa_Nematoda_Chromadorea_Rhabditida_Rhabditoidea_Rhabditidae_Peloderinae_Caenorhabditis,ChaP_mod1_trp
KF496217.1,GenBank,mod2,BGC0000321,ser,3355,4824,Eukaryota_Metazoa_Ecdysozoa_Nematoda_Chromadorea_Rhabditida_Rhabditoidea_Rhabditidae_Peloderinae_Caenorhabditis,ChaP_mod2_ser
NP_216895.1,GenBank,mod1,NA,lys,486,958,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_Mycobacterium tuberculosis complex,NP_216895.1_486_mod1_lys
NP_216896.3,GenBank,mod1,NA,lys,457,939,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_Mycobacterium tuberculosis complex,NP_216896.3_457_mod1_lys
NP_216899.1,GenBank,mod1,NA,thr,570,1038,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_Mycobacterium tuberculosis complex,NP_216899.1_570_mod1_thr
O05647,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O05647_A1_pro
O05647,UniProt,mod2,NA,phe,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O05647_A2_phe
O05819,UniProt,mod1,NA,lys,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O05819_A1_lys
O07944,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O07944_A1_pro
O07944,UniProt,mod2,NA,phe,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O07944_A2_phe
O07944,UniProt,mod3,NA,pip,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O07944_A3_pip
O07944,UniProt,mod4,NA,gly-ph,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O07944_A4_gly-ph
O30408,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,O30408_A1(2)_pro
O30408,UniProt,mod2,NA,phe,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,O30408_A2(3)_phe
O30408,UniProt,mod3,NA,phe,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,O30408_A3(4)_phe
O30980,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A1_pro
O30980,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A1(7)_pro
O30980,UniProt,mod2,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A2_glu
O30980,UniProt,mod2,NA,gln,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A2(8)_gln
O30980,UniProt,mod3,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A3_tyr
O30980,UniProt,mod3,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30980_A3(9)_tyr
O30981,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30981_A1(5)_glu
O30981,UniProt,mod2,NA,ala|val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O30981_A2(6)_ala|val
